id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type,company,pfaf_id,string_id,gid_1,name_0,name_1,area_km2,bws_label,coast_dist_km,lake_dist_km,avg_temp_c,summer_avg_temp_c,annual_precip_mm,summer_avg_dewpoint_c,nearest_reclaimed_plant_km,reclaimed_water_accessible,recommended_alternative,runner_up_alternative,recommendation_rationale,bws_score,bws_cat
48242816,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD32,Amazon IAD32,35700.0,-77.43479445422666,39.02156932429181,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),44.2437585151251,342.35128692232,13.19699981311957,24.07866605122884,1009.0,17.63059221844134,2.0635704169931004,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 2.1km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
222672860,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD55,Amazon IAD-55,228140.0,-77.64876376105127,38.81506150876172,building,amazon,731901,731901-USA.47_1-1400,USA.47_1,United States,Virginia,3775.42944138,Medium - High (20-40%),51.81813682233464,305.8652662965776,12.821000039577484,23.3853333791097,1010.0,17.67666939640435,21.54045775419056,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 21.5km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
224998784,California,CA,6,Santa Clara County,85,Microsoft,,Microsoft,166655.0,-121.94643635591544,37.3620662092011,building,microsoft,774300,774300-USA.5_1-1403,USA.5_1,United States,California,95.8540797443,High (40-80%),16.189555847636232,255.34009298756823,16.171666622161865,20.847999572753903,398.0,11.92888075913928,9.929760178997162,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 9.9km) -- reclaimed water can substitute for freshwater in cooling towers.,3.1643076461845405,2.0
231769626,Oregon,OR,41,Wasco County,65,Google,,Google Data Center The Dalles Oregon,1487396.0,-121.2013022306046,45.63204799165709,campus,google,782300,782300-USA.38_1-1230,USA.38_1,United States,Oregon,3092.50558357,Medium - High (20-40%),237.027023015671,382.75674079441177,12.149333119392397,21.48933219909668,432.0,10.19378756702543,23.35564689450498,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 23.4km) -- reclaimed water can substitute for freshwater in cooling towers.,2.054509572995166,0.0
258343744,Virginia,VA,51,Fairfax County,59,Amazon Web Services,IAD-9,Amazon IAD-9,85855.0,-77.453440411722,38.89965169321406,building,amazon,731901,731901-USA.47_1-1400,USA.47_1,United States,Virginia,3775.42944138,Medium - High (20-40%),42.6835106966866,325.5844007015325,13.358333230018616,24.177332560221355,1013.0,17.70175298438835,9.812610456053305,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 9.8km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
258343748,Virginia,VA,51,Fairfax County,59,,,Amazon IAD22,30140.0,-77.45510184070243,38.89790175442311,building,amazon,731901,731901-USA.47_1-1400,USA.47_1,United States,Virginia,3775.42944138,Medium - High (20-40%),42.595326135069215,325.27971470367976,13.358333230018616,24.177332560221355,1013.0,17.70175298438835,9.616332645835048,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 9.6km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
258343749,Virginia,VA,51,Fairfax County,59,Amazon Web Services,IAD-1,Amazon IAD-1,93882.0,-77.45407518694847,38.89785914212506,building,amazon,731901,731901-USA.47_1-1400,USA.47_1,United States,Virginia,3775.42944138,Medium - High (20-40%),42.521557744615045,325.3219353133142,13.358333230018616,24.177332560221355,1013.0,17.70175298438835,9.612243450033676,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 9.6km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
299927846,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD76,Amazon IAD76,138071.0,-77.45050945562221,38.99378528168933,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),44.52868165338165,338.003554964056,13.299333383639654,24.203999837239586,1015.0,17.63793051602648,4.597835845813215,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 4.6km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
299929061,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD12,Amazon IAD12,149598.0,-77.44767141862896,38.98872330810434,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),44.01686895512217,337.4681895539678,13.299333383639654,24.203999837239586,1015.0,17.63793051602648,5.149081557899018,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 5.1km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
300969615,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services Building C,116698.0,-77.48544866796638,39.00275165389682,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),48.62396684344223,337.6338417770845,13.000666655600073,23.830666224161785,1011.0,17.623250946365115,5.5337606346398704,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 5.5km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
364289073,Texas,TX,48,Bexar County,29,Microsoft,,Microsoft,258191.0,-98.69072125219772,29.478216376231007,building,microsoft,751940,751940-USA.44_1-1400,USA.44_1,United States,Texas,484.129686379,Medium - High (20-40%),237.90134623641643,246.6532535289866,20.11200014750163,28.05866686503093,776.0,20.145785591812693,40.55321456361268,False,closed_loop_dry_cooling,,"No site-specific water resource, favorable climate, or campus infrastructure available. Closed-loop dry cooling requires no ongoing water withdrawal and serves as the universal fallback -- always feasible, at an energy-efficiency tradeoff.",2.7627671001092096,1.0
364289074,Texas,TX,48,Bexar County,29,Microsoft,,Microsoft San Antonio,478642.0,-98.6926080915504,29.479925996060736,building,microsoft,751940,751940-USA.44_1-1400,USA.44_1,United States,Texas,484.129686379,Medium - High (20-40%),238.2043799948996,246.44044228046957,20.11200014750163,28.05866686503093,776.0,20.145785591812693,40.83632565233719,False,closed_loop_dry_cooling,,"No site-specific water resource, favorable climate, or campus infrastructure available. Closed-loop dry cooling requires no ongoing water withdrawal and serves as the universal fallback -- always feasible, at an energy-efficiency tradeoff.",2.7627671001092096,1.0
364289077,Texas,TX,48,Bexar County,29,Microsoft,,Microsoft,194916.0,-98.69655923476324,29.48106634167372,building,microsoft,751940,751940-USA.44_1-1400,USA.44_1,United States,Texas,484.129686379,Medium - High (20-40%),238.62060826777943,245.9988817265408,20.11200014750163,28.05866686503093,776.0,20.145785591812693,41.2491608700109,False,closed_loop_dry_cooling,,"No site-specific water resource, favorable climate, or campus infrastructure available. Closed-loop dry cooling requires no ongoing water withdrawal and serves as the universal fallback -- always feasible, at an energy-efficiency tradeoff.",2.7627671001092096,1.0
410408073,Washington,WA,53,Grant County,25,Microsoft,,Microsoft,151246.0,-119.88299787007462,47.23947854795628,building,microsoft,782614,782614-USA.48_1-1182,USA.48_1,United States,Washington,7100.32865787,Low (<10%),272.5631687522797,98.78308841752354,9.968666553497314,20.41599973042806,197.0,8.293464934064847,4.0696639862580986,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 4.1km) -- reclaimed water can substitute for freshwater in cooling towers.,0.3893144706188369,0.0
410408074,Washington,WA,53,Grant County,25,Microsoft,,Microsoft,147922.0,-119.88308360926234,47.23857484529072,building,microsoft,782614,782614-USA.48_1-1182,USA.48_1,United States,Washington,7100.32865787,Low (<10%),272.5655709962133,98.92929704959076,9.968666553497314,20.41599973042806,197.0,8.293464934064847,4.021724657665646,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 4.0km) -- reclaimed water can substitute for freshwater in cooling towers.,0.3893144706188369,0.0
414055237,Wyoming,WY,56,Laramie County,21,Microsoft,CYS,Microsoft CYS Datacenter,8353216.0,-104.90530165717428,41.12341444962218,campus,microsoft,742946,742946-USA.28_1-1303,USA.28_1,United States,Nebraska,149.941501278,High (40-80%),1646.185217520359,171.6497788467484,7.474666704734166,18.405333201090496,386.0,6.846292620627635,50.96557602022688,False,air_free_cooling,immersion_cooling,"Summer climate (avg 18.4C, dew point 6.8C) falls within ASHRAE's recommended free-air cooling envelope -- minimal-to-no evaporative water use for most of the year.",3.121575727144988,2.0
426586135,Colorado,CO,8,Adams County,1,Google,,Google - Thornton,86059.0,-104.98324467111505,39.92241855755477,building,google,742946,742946-USA.28_1-1303,USA.28_1,United States,Nebraska,149.941501278,Medium - High (20-40%),1498.1033466889903,95.35383905849062,10.342333340396484,21.565333048502605,426.0,8.420293005130805,2.1287722313667072,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 2.1km) -- reclaimed water can substitute for freshwater in cooling towers.,2.797027460638943,2.0
438077632,Iowa,IA,19,Dallas County,49,Microsoft,,Microsoft,39146.0,-93.82494906980826,41.540615955851,building,microsoft,742844,742844-USA.16_1-1263,USA.16_1,United States,Iowa,5238.18251468,Low - Medium (10-20%),1590.3368797054156,554.7063590705427,9.72900011142095,22.73066711425781,854.0,17.510661895551333,115.36750378489134,False,closed_loop_dry_cooling,,"No site-specific water resource, favorable climate, or campus infrastructure available. Closed-loop dry cooling requires no ongoing water withdrawal and serves as the universal fallback -- always feasible, at an energy-efficiency tradeoff.",1.1889931573790973,0.0
438078069,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 1,315400.0,-93.51472775765038,41.6642411277008,building,meta,742843,742843-USA.16_1-1342,USA.16_1,United States,Iowa,187.257056446,Low - Medium (10-20%),1599.8904550046182,516.5950704599067,9.655666867891949,22.86666742960612,879.0,17.348442037863606,131.66417301885912,False,closed_loop_dry_cooling,,"No site-specific water resource, favorable climate, or campus infrastructure available. Closed-loop dry cooling requires no ongoing water withdrawal and serves as the universal fallback -- always feasible, at an energy-efficiency tradeoff.",1.1889931573790973,0.0
438078070,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 2,307370.0,-93.5081704115336,41.66553719114288,building,meta,742843,742843-USA.16_1-1342,USA.16_1,United States,Iowa,187.257056446,Low - Medium (10-20%),1599.9114095349717,515.9213943837763,9.655666867891949,22.86666742960612,879.0,17.348442037863606,132.18249967682357,False,closed_loop_dry_cooling,,"No site-specific water resource, favorable climate, or campus infrastructure available. Closed-loop dry cooling requires no ongoing water withdrawal and serves as the universal fallback -- always feasible, at an energy-efficiency tradeoff.",1.1889931573790973,0.0
460053028,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services Datacenter Complex,1088049.0,-77.45106545332197,39.0265748165722,campus,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),46.191486176889065,342.28222227411834,13.19699981311957,24.07866605122884,1009.0,17.63059221844134,1.0173474186701,True,reclaimed_wastewater,immersion_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 1.0km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460053030,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,1022344.0,-77.4586618970949,39.02886985735719,campus,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),47.09852418571215,342.248275879776,13.000666655600073,23.830666224161785,1011.0,17.623250946365115,1.410807026173769,True,reclaimed_wastewater,immersion_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 1.4km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460056017,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-61,Amazon IAD-61,152289.0,-77.49198694607598,38.91580512574743,building,amazon,731901,731901-USA.47_1-1400,USA.47_1,United States,Virginia,3775.42944138,Medium - High (20-40%),47.1241129866067,325.92682761228,13.1063331613938,23.871999740600582,1007.0,17.72262938164933,12.311230487228729,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 12.3km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460056019,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD51,Amazon IAD51,64127.0,-77.43650684069107,38.991413813734994,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),42.93933683514968,338.3253796322064,13.299333383639654,24.203999837239586,1015.0,17.63793051602648,5.003481593161284,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 5.0km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460056020,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD56,Amazon IAD56,78441.0,-77.43706177436276,38.990567610094665,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),42.962361546827374,338.1895277653088,13.299333383639654,24.203999837239586,1015.0,17.63793051602648,5.080192979511894,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 5.1km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460056023,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD16,Amazon IAD16,75817.0,-77.44882479290187,38.99069899784283,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),44.22052120792834,337.67496068605186,13.299333383639654,24.203999837239586,1015.0,17.63793051602648,4.931356793979754,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 4.9km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460056024,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD15,Amazon IAD15,103452.0,-77.44857953268574,38.99169289545036,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),44.23550247512097,337.8161913373212,13.299333383639654,24.203999837239586,1015.0,17.63793051602648,4.8201734664648175,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 4.8km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460059465,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD14,Amazon IAD14,118192.0,-77.54821678521624,38.78993178096453,building,amazon,731901,731901-USA.47_1-1400,USA.47_1,United States,Virginia,3775.42944138,Medium - High (20-40%),40.214384703642494,306.9432297644704,13.1149998853604,23.82533327738444,985.0,17.845315323529746,10.62839959938974,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 10.6km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460060340,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD59,Amazon IAD59,127281.0,-77.54844963730864,38.79222600770484,building,amazon,731901,731901-USA.47_1-1400,USA.47_1,United States,Virginia,3775.42944138,Medium - High (20-40%),40.3930842553174,307.23168686669294,13.036666552225748,23.75599988301595,995.0,17.778876910389506,10.59933144581582,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 10.6km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460060341,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD52,Amazon IAD52,126699.0,-77.54837196346583,38.79106882111887,building,amazon,731901,731901-USA.47_1-1400,USA.47_1,United States,Virginia,3775.42944138,Medium - High (20-40%),40.30660773595718,307.0843709900475,13.1149998853604,23.82533327738444,985.0,17.845315323529746,10.617549876343617,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 10.6km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
460067220,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services Datacenter Complex,1106310.0,-82.75171093377944,40.09388273554784,campus,amazon,742678,742678-USA.36_1-1216,USA.36_1,United States,Ohio,17080.6952719,Low (<10%),646.2991915488582,193.24743155918028,10.222666746626295,21.429333368937176,1003.0,16.320681457237537,33.04365437680673,True,reclaimed_wastewater,immersion_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 33.0km) -- reclaimed water can substitute for freshwater in cooling towers.,0.9286729699549354,0.0
460067225,Ohio,OH,39,Franklin County,49,Amazon Web Services us-east-2 datacenter,,Amazon AWS: Hilliard Data Center,2578490.0,-83.13425799033122,40.05990219147888,campus,amazon,742678,742678-USA.36_1-1216,USA.36_1,United States,Ohio,17080.6952719,Low (<10%),684.3284683643693,203.02131362911967,11.000666591028372,22.465333302815758,954.0,16.585960350572886,45.73459756707012,False,immersion_cooling,closed_loop_dry_cooling,"Campus-type facility with space for new cooling infrastructure; no site-specific water resource (coast/lake/reclaimed) or favorable climate available nearby, so a high-water-savings retrofit technology is recommended instead.",0.9286729699549354,0.0
460070143,Oregon,OR,41,Umatilla County,59,Amazon Web Services,PDX2,Amazon PDX2,133053.0,-119.26777584933068,45.91640356429687,building,amazon,782507,782507-USA.38_1-1182,USA.38_1,United States,Oregon,348.363521335,Medium - High (20-40%),412.91104033942906,322.39913954430125,11.897333284219108,21.93999989827474,229.0,9.170271107743783,15.717387056388876,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 15.7km) -- reclaimed water can substitute for freshwater in cooling towers.,2.054509572995166,0.0
460070144,Oregon,OR,41,Morrow County,49,Amazon Web Services,PDX4,Amazon Web Services us-west-2,127483.0,-119.65276874957644,45.84100319369004,building,amazon,782505,782505-USA.38_1-1182,USA.38_1,United States,Oregon,1154.52246441,Medium - High (20-40%),384.60235618064127,326.57400037359315,11.958666761716207,21.76800028483073,207.0,9.477197734796883,19.118194542129988,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 19.1km) -- reclaimed water can substitute for freshwater in cooling towers.,2.054509572995166,0.0
460070145,Oregon,OR,41,Morrow County,49,Amazon Web Services,PDX50/53,Amazon Web Services us-west-2,267452.0,-119.62988821726834,45.85223533738975,building,amazon,782505,782505-USA.38_1-1182,USA.38_1,United States,Oregon,1154.52246441,Medium - High (20-40%),385.5511778955973,325.08691910928667,11.958666761716207,21.76800028483073,207.0,9.477197734796883,16.313689326726017,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 16.3km) -- reclaimed water can substitute for freshwater in cooling towers.,2.054509572995166,0.0
460070147,Oregon,OR,41,Morrow County,49,Amazon Web Services,PDX1,Amazon Web Services us-west-2,103260.0,-119.6305237000272,45.85088075126984,building,amazon,782505,782505-USA.38_1-1182,USA.38_1,United States,Oregon,1154.52246441,Medium - High (20-40%),385.6245699449175,325.2933443485351,11.958666761716207,21.76800028483073,207.0,9.477197734796883,16.426088463757857,True,reclaimed_wastewater,air_free_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 16.4km) -- reclaimed water can substitute for freshwater in cooling towers.,2.054509572995166,0.0
460089167,North Carolina,NC,37,Rutherford County,161,Meta,FRC,Meta Forest City datacenter,241126.0,-81.82213877550394,35.3142312569782,building,meta,732402,732402-USA.34_1-1414,USA.34_1,United States,North Carolina,3933.69296672,Medium - High (20-40%),385.9112713950021,149.19337009352122,14.88066679239273,24.4386666615804,1289.0,19.064612931750144,141.56760270467572,False,closed_loop_dry_cooling,,"No site-specific water resource, favorable climate, or campus infrastructure available. Closed-loop dry cooling requires no ongoing water withdrawal and serves as the universal fallback -- always feasible, at an energy-efficiency tradeoff.",2.3695891571081926,2.0
460089168,North Carolina,NC,37,Rutherford County,161,Meta,FRC,Meta Forest City datacenter,244176.0,-81.82632689449466,35.31737236865609,building,meta,732402,732402-USA.34_1-1414,USA.34_1,United States,North Carolina,3933.69296672,Medium - High (20-40%),386.5444299720904,149.1176194272136,14.88066679239273,24.4386666615804,1289.0,19.064612931750144,140.9889489061213,False,closed_loop_dry_cooling,,"No site-specific water resource, favorable climate, or campus infrastructure available. Closed-loop dry cooling requires no ongoing water withdrawal and serves as the universal fallback -- always feasible, at an energy-efficiency tradeoff.",2.3695891571081926,2.0
460175672,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,AWS Building E,153355.0,-77.48561242978808,39.00505158640794,building,amazon,731801,731801-USA.21_1-1400,USA.21_1,United States,Maryland,236.989313922,Medium - High (20-40%),48.74013725527808,337.9297525558424,13.000666655600073,23.830666224161785,1011.0,17.623250946365115,5.385706207864749,True,reclaimed_wastewater,closed_loop_dry_cooling,Within 40.2km of an EPA-identified reuse-capable treatment plant (nearest: 5.4km) -- reclaimed water can substitute for freshwater in cooling towers.,2.3410940191280734,2.0
